440303,050102,94
440303,050103,110
440303,050108,128
440303,060101,38
440303,060200,888
440303,060400,706
440303,070800,11
440303,080101,8
440303,080103,14
440303,080104,17
440303,080105,9
440303,080108,1
440303,080110,33
440303,080111,205
440303,080112,7
440303,080118,16
440303,080119,17
440303,080301,2
440303,080302,61
440303,080303,1
440303,080304,132
440303,080305,8
440303,080306,40
440303,080308,68
440303,080501,26
440303,080601,28
440303,080602,2
440303,080603,7
440303,090100,162
440303,090300,258
440303,090400,2
440303,110105,35
440303,120100,54
440303,140300,12
440303,140500,32
440303,141201,19
440303,141202,37
440303,141203,58
440303,141204,148
440303,150100,1
440303,150200,30
440303,150400,10
440303,150500,112
440303,150700,381
440303,151000,4
440304,050102,156
440304,050103,250
440304,050108,233
440304,060101,45
440304,060200,886
440304,060400,886
440304,070800,28
440304,080101,23
440304,080103,36
440304,080104,41
440304,080105,25
440304,080108,2
440304,080110,128
440304,080111,492
440304,080112,17
440304,080118,18
440304,080119,27
440304,080301,4
440304,080302,82
440304,080303,1
440304,080304,311
440304,080305,4
440304,080306,59
440304,080308,102
440304,080501,24
440304,080601,39
440304,080602,5
440304,080603,18
440304,090100,243
440304,090300,538
440304,090400,2
440304,110105,59
440304,120100,175
440304,140300,31
440304,140500,65
440304,141201,56
440304,141202,43
440304,141203,65
440304,141204,194
440304,150100,3
440304,150200,7
440304,150400,3
440304,150500,329
440304,150700,498
440304,151000,2
440305,050102,194
440305,050103,220
440305,050108,254
440305,060101,45
440305,060200,887
440305,060400,887
440305,070800,18
440305,080101,25
440305,080103,27
440305,080104,92
440305,080105,33
440305,080108,3
440305,080110,82
440305,080111,523
440305,080112,11
440305,080118,42
440305,080119,28
440305,080301,1
440305,080302,56
440305,080303,1
440305,080304,309
440305,080305,8
440305,080306,53
440305,080308,121
440305,080501,92
440305,080601,49
440305,080602,3
440305,080603,26
440305,090100,163
440305,090300,478
440305,090400,1
440305,110105,57
440305,120100,549
440305,140300,27
440305,140500,45
440305,141201,221
440305,141202,59
440305,141203,59
440305,141204,235
440305,150100,1
440305,150200,6
440305,150400,8
440305,150500,259
440305,150700,698
440305,151000,2
440306,050102,533
440306,050103,442
440306,050108,868
440306,060101,86
440306,060200,885
440306,060400,892
440306,070800,121
440306,080101,16
440306,080103,13
440306,080104,48
440306,080105,25
440306,080108,2
440306,080110,66
440306,080111,514
440306,080112,19
440306,080118,38
440306,080119,73
440306,080301,11
440306,080302,326
440306,080303,0
440306,080304,302
440306,080305,13
440306,080306,80
440306,080308,893
440306,080501,111
440306,080601,83
440306,080602,3
440306,080603,8
440306,090100,302
440306,090300,887
440306,090400,4
440306,110105,45
440306,120100,900
440306,140300,31
440306,140500,54
440306,141201,30
440306,141202,87
440306,141203,74
440306,141204,440
440306,150100,13
440306,150200,10
440306,150400,18
440306,150500,140
440306,150700,900
440306,151000,0
440307,050102,445
440307,050103,526
440307,050108,694
440307,060101,68
440307,060200,892
440307,060400,893
440307,070800,171
440307,080101,33
440307,080103,20
440307,080104,124
440307,080105,19
440307,080108,1
440307,080110,85
440307,080111,527
440307,080112,18
440307,080118,42
440307,080119,104
440307,080301,11
440307,080302,236
440307,080303,2
440307,080304,244
440307,080305,7
440307,080306,63
440307,080308,576
440307,080501,129
440307,080601,74
440307,080602,2
440307,080603,9
440307,090100,331
440307,090300,883
440307,090400,1
440307,110105,67
440307,120100,900
440307,140300,22
440307,140500,57
440307,141201,64
440307,141202,111
440307,141203,93
440307,141204,521
440307,150100,1
440307,150200,36
440307,150400,17
440307,150500,206
440307,150700,900
440307,151000,0
440308,050102,18
440308,050103,15
440308,050108,30
440308,060101,6
440308,060200,484
440308,060400,138
440308,070800,1
440308,080101,4
440308,080103,2
440308,080104,6
440308,080105,2
440308,080108,0
440308,080110,7
440308,080111,20
440308,080112,2
440308,080118,2
440308,080119,4
440308,080301,0
440308,080302,20
440308,080303,0
440308,080304,12
440308,080305,1
440308,080306,14
440308,080308,15
440308,080501,24
440308,080601,2
440308,080602,1
440308,080603,5
440308,090100,17
440308,090300,40
440308,090400,0
440308,110105,8
440308,120100,32
440308,140300,4
440308,140500,6
440308,141201,3
440308,141202,9
440308,141203,9
440308,141204,27
440308,150100,0
440308,150200,0
440308,150400,1
440308,150500,9
440308,150700,132
440308,151000,3
440309,050102,321
440309,050103,242
440309,050108,562
440309,060101,50
440309,060200,880
440309,060400,888
440309,070800,80
440309,080101,11
440309,080103,1
440309,080104,30
440309,080105,11
440309,080108,0
440309,080110,33
440309,080111,314
440309,080112,5
440309,080118,26
440309,080119,28
440309,080301,2
440309,080302,149
440309,080303,0
440309,080304,136
440309,080305,11
440309,080306,80
440309,080308,797
440309,080501,51
440309,080601,47
440309,080602,3
440309,080603,2
440309,090100,110
440309,090300,504
440309,090400,0
440309,110105,32
440309,120100,900
440309,140300,11
440309,140500,39
440309,141201,17
440309,141202,46
440309,141203,37
440309,141204,279
440309,150100,1
440309,150200,87
440309,150400,6
440309,150500,45
440309,150700,746
440309,151000,0
440310,050102,41
440310,050103,42
440310,050108,88
440310,060101,8
440310,060200,882
440310,060400,427
440310,070800,101
440310,080101,7
440310,080103,1
440310,080104,9
440310,080105,2
440310,080108,0
440310,080110,8
440310,080111,30
440310,080112,1
440310,080118,4
440310,080119,6
440310,080301,1
440310,080302,21
440310,080303,1
440310,080304,22
440310,080305,1
440310,080306,3
440310,080308,63
440310,080501,8
440310,080601,8
440310,080602,0
440310,080603,2
440310,090100,39
440310,090300,112
440310,090400,0
440310,110105,19
440310,120100,285
440310,140300,2
440310,140500,20
440310,141201,4
440310,141202,22
440310,141203,21
440310,141204,76
440310,150100,0
440310,150200,0
440310,150400,3
440310,150500,15
440310,150700,395
440310,151000,0
440311,050102,131
440311,050103,71
440311,050108,203
440311,060101,16
440311,060200,885
440311,060400,698
440311,070800,23
440311,080101,7
440311,080103,1
440311,080104,9
440311,080105,4
440311,080108,0
440311,080110,8
440311,080111,57
440311,080112,3
440311,080118,3
440311,080119,17
440311,080301,1
440311,080302,53
440311,080303,0
440311,080304,42
440311,080305,7
440311,080306,16
440311,080308,254
440311,080501,17
440311,080601,19
440311,080602,1
440311,080603,1
440311,090100,48
440311,090300,225
440311,090400,2
440311,110105,21
440311,120100,740
440311,140300,4
440311,140500,30
440311,141201,8
440311,141202,17
440311,141203,20
440311,141204,95
440311,150100,0
440311,150200,1
440311,150400,3
440311,150500,13
440311,150700,443
440311,151000,0
